# This is an example, not all realizations of the atomic data are saved
# Time Stamp = Wed Feb 10 08:11:00 2016
# 
# Perturbing the effective collision strengths 
#   Ground config sigma = 0.10
#   Other config sigma  = 0.10
#
#        CONF       LEVEL1       LEVEL2        SIGMA          RND
            3           15          659          0.1         1.11
            3           15          660          0.1         1.04
            3           15          661          0.1         0.91
            3           15          662          0.1         0.98
            3           15          663          0.1         1.02
            3           15          664          0.1         1.00
            3           15          665          0.1         1.07
            3           15          666          0.1         0.97
            3           15          667          0.1         0.94
            3           15          668          0.1         0.90
            3           15          669          0.1         0.98
            3           15          670          0.1         0.89
            3           15          671          0.1         1.09
            3           15          672          0.1         1.04
            3           15          673          0.1         1.02
            3           15          674          0.1         1.23
            3           15          675          0.1         0.92
            3           15          676          0.1         1.17
            3           15          677          0.1         1.12
            3           15          678          0.1         0.94
            3           15          679          0.1         1.00
            3           15          680          0.1         0.89
            3           15          681          0.1         1.00
            3           15          682          0.1         1.09
            3           15          683          0.1         0.83
            3           15          684          0.1         0.83
            3           15          685          0.1         0.92
            3           15          686          0.1         1.00
            3           15          687          0.1         0.90
            3           15          688          0.1         1.03
            3           15          689          0.1         1.01
            3           15          690          0.1         0.86
            3           15          691          0.1         0.87
            3           15          692          0.1         1.30
            3           15          693          0.1         1.10
            3           15          694          0.1         1.02
            3           15          695          0.1         1.06
            3           15          696          0.1         1.02
            3           15          697          0.1         1.32
            3           15          698          0.1         1.10
            3           15          699          0.1         0.92
            3           15          700          0.1         1.13
            3           15          701          0.1         0.79
            3           15          702          0.1         1.10
            3           15          703          0.1         0.98
            3           15          704          0.1         1.06
            3           15          705          0.1         1.04
            3           15          706          0.1         0.96
            3           15          707          0.1         0.80
            3           15          708          0.1         0.97
            3           15          709          0.1         0.96
            3           15          710          0.1         0.88
            3           15          711          0.1         1.07
            3           15          712          0.1         1.06
            3           15          713          0.1         1.05
            3           15          714          0.1         0.95
            3           15          715          0.1         0.90
            3           15          716          0.1         0.89
            3           15          717          0.1         0.97
            3           15          718          0.1         0.98
            3           15          719          0.1         0.89
            3           15          720          0.1         1.04
            3           15          721          0.1         1.06
            3           15          722          0.1         0.96
            3           15          723          0.1         1.11
            3           15          724          0.1         0.93
            3           15          725          0.1         0.94
            3           15          726          0.1         0.95
            3           15          727          0.1         0.85
            3           15          728          0.1         1.10
            3           15          729          0.1         0.80
            3           15          730          0.1         1.07
            3           15          731          0.1         0.88
            3           15          732          0.1         1.12
            3           15          733          0.1         1.11
            3           15          734          0.1         0.84
            3           15          735          0.1         0.93
            3           15          736          0.1         1.17
            3           15          737          0.1         1.05
            3           15          738          0.1         1.03
            3           15          739          0.1         1.03
            3           15          740          0.1         1.16
            3           15          741          0.1         1.00
            3           15          742          0.1         1.00
            3           15          743          0.1         1.07
            3           15          744          0.1         1.09
            3           15          745          0.1         0.99
            3           15          746          0.1         0.93
            3           15          747          0.1         1.04
            3           15          748          0.1         1.03
            3           15          749          0.1         0.82
            3           16           17          0.1         1.10
            3           16           18          0.1         0.91
            3           16           19          0.1         0.99
            3           16           20          0.1         0.95
            3           16           21          0.1         1.10
            3           16           22          0.1         0.97
            3           16           23          0.1         0.88
            3           16           24          0.1         0.96
            3           16           25          0.1         0.96
            3           16           26          0.1         0.86
            3           16           27          0.1         1.13
            3           16           28          0.1         0.92
            3           16           29          0.1         0.93
            3           16           30          0.1         1.10
            3           16           31          0.1         0.97
            3           16           32          0.1         1.07
            3           16           33          0.1         1.15
            3           16           34          0.1         1.03
            3           16           35          0.1         1.02
            3           16           36          0.1         0.95
            3           16           37          0.1         0.95
            3           16           38          0.1         0.99
            3           16           39          0.1         1.00
            3           16           40          0.1         1.10
            3           16           41          0.1         1.12
            3           16           42          0.1         1.05
            3           16           43          0.1         0.78
            3           16           44          0.1         1.02
            3           16           45          0.1         1.04
            3           16           46          0.1         1.07
            3           16           47          0.1         1.19
            3           16           48          0.1         1.07
            3           16           49          0.1         1.10
            3           16           50          0.1         0.89
            3           16           51          0.1         0.95
            3           16           52          0.1         1.08
            3           16           53          0.1         1.10
            3           16           54          0.1         0.80
            3           16           55          0.1         0.90
            3           16           56          0.1         0.90
            3           16           57          0.1         0.88
            3           16           58          0.1         0.99
            3           16           59          0.1         1.15
            3           16           60          0.1         0.91
            3           16           61          0.1         0.98
            3           16           62          0.1         1.00
            3           16           63          0.1         1.16
            3           16           64          0.1         0.91
            3           16           65          0.1         1.04
            3           16           66          0.1         1.13
            3           16           67          0.1         0.98
            3           16           68          0.1         0.98
            3           16           69          0.1         1.08
            3           16           70          0.1         1.14
            3           16           71          0.1         1.08
            3           16           72          0.1         0.90
            3           16           73          0.1         1.03
            3           16           74          0.1         0.98
            3           16           75          0.1         0.98
            3           16           76          0.1         0.96
            3           16           77          0.1         0.84
            3           16           78          0.1         0.84
            3           16           79          0.1         0.98
            3           16           80          0.1         1.04
            3           16           81          0.1         1.17
            3           16           82          0.1         1.11
            3           16           83          0.1         0.93
            3           16           84          0.1         0.86
            3           16           85          0.1         0.98
            3           16           86          0.1         1.09
            3           16           87          0.1         1.02
            3           16           88          0.1         0.99
            3           16           89          0.1         1.03
            3           16           90          0.1         0.75
            3           16           91          0.1         1.19
            3           16           92          0.1         0.99
            3           16           93          0.1         0.97
            3           16           94          0.1         0.96
            3           16           95          0.1         1.11
            3           16           96          0.1         1.13
            3           16           97          0.1         1.16
            3           16           98          0.1         0.89
            3           16           99          0.1         0.93
            3           16          100          0.1         0.96
            3           16          101          0.1         1.02
            3           16          102          0.1         0.87
            3           16          103          0.1         1.06
            3           16          104          0.1         1.25
            3           16          105          0.1         0.80
            3           16          106          0.1         1.04
            3           16          107          0.1         1.05
            3           16          108          0.1         0.91
            3           16          109          0.1         0.81
            3           16          110          0.1         0.96
            3           16          111          0.1         0.99
            3           16          112          0.1         1.00
            3           16          113          0.1         1.10
            3           16          114          0.1         0.99
            3           16          115          0.1         0.99
            3           16          116          0.1         0.93
            3           16          117          0.1         0.88
            3           16          118          0.1         0.97
            3           16          119          0.1         1.22
            3           16          120          0.1         1.04
            3           16          121          0.1         0.98
            3           16          122          0.1         0.96
            3           16          123          0.1         0.90
            3           16          124          0.1         1.03
            3           16          125          0.1         0.97
            3           16          126          0.1         1.10
            3           16          127          0.1         0.95
            3           16          128          0.1         0.73
            3           16          129          0.1         0.94
            3           16          130          0.1         0.88
            3           16          131          0.1         1.03
            3           16          132          0.1         0.84
            3           16          133          0.1         0.98
            3           16          134          0.1         0.90
            3           16          135          0.1         1.10
            3           16          136          0.1         1.07
            3           16          137          0.1         1.02
            3           16          138          0.1         0.91
            3           16          139          0.1         1.14
            3           16          140          0.1         0.96
            3           16          141          0.1         1.06
            3           16          142          0.1         1.03
            3           16          143          0.1         1.11
            3           16          144          0.1         1.09
            3           16          145          0.1         1.23
            3           16          146          0.1         1.14
            3           16          147          0.1         0.94
            3           16          148          0.1         0.87
            3           16          149          0.1         1.05
            3           16          150          0.1         0.89
            3           16          151          0.1         1.10
            3           16          152          0.1         1.28
            3           16          153          0.1         1.04
            3           16          154          0.1         1.00
            3           16          155          0.1         1.03
            3           16          156          0.1         1.02
            3           16          157          0.1         1.04
            3           16          158          0.1         0.87
            3           16          159          0.1         1.05
            3           16          160          0.1         1.06
            3           16          161          0.1         1.01
            3           16          162          0.1         0.94
            3           16          163          0.1         0.93
            3           16          164          0.1         1.18
            3           16          165          0.1         0.81
            3           16          166          0.1         0.86
            3           16          167          0.1         1.04
            3           16          168          0.1         0.96
            3           16          169          0.1         0.96
            3           16          170          0.1         1.09
            3           16          171          0.1         1.02
            3           16          172          0.1         1.10
            3           16          173          0.1         1.08
            3           16          174          0.1         0.96
            3           16          175          0.1         1.03
            3           16          176          0.1         0.82
            3           16          177          0.1         0.97
            3           16          178          0.1         1.04
            3           16          179          0.1         0.96
            3           16          180          0.1         1.01
            3           16          181          0.1         1.08
            3           16          182          0.1         1.06
            3           16          183          0.1         1.02
            3           16          184          0.1         1.04
            3           16          185          0.1         0.99
            3           16          186          0.1         1.14
            3           16          187          0.1         1.07
            3           16          188          0.1         0.95
            3           16          189          0.1         0.82
            3           16          190          0.1         1.07
            3           16          191          0.1         1.02
            3           16          192          0.1         0.94
            3           16          193          0.1         1.10
            3           16          194          0.1         0.95
            3           16          195          0.1         1.12
            3           16          196          0.1         0.97
            3           16          197          0.1         1.01
            3           16          198          0.1         0.90
            3           16          199          0.1         1.03
            3           16          200          0.1         1.03
            3           16          201          0.1         1.17
            3           16          202          0.1         0.90
            3           16          203          0.1         1.14
            3           16          204          0.1         0.80
            3           16          205          0.1         1.02
            3           16          206          0.1         0.94
            3           16          207          0.1         0.93
            3           16          208          0.1         0.96
            3           16          209          0.1         0.99
            3           16          210          0.1         0.83
            3           16          211          0.1         0.95
            3           16          212          0.1         0.96
            3           16          213          0.1         1.00
            3           16          214          0.1         1.11
            3           16          215          0.1         1.14
            3           16          216          0.1         1.07
            3           16          217          0.1         1.23
            3           16          218          0.1         0.83
            3           16          219          0.1         0.98
            3           16          220          0.1         0.98
            3           16          221          0.1         0.81
            3           16          222          0.1         1.03
            3           16          223          0.1         1.01
            3           16          224          0.1         0.94
            3           16          225          0.1         1.01
            3           16          226          0.1         1.04
            3           16          227          0.1         1.01
            3           16          228          0.1         1.04
            3           16          229          0.1         0.93
            3           16          230          0.1         1.05
            3           16          231          0.1         1.16
            3           16          232          0.1         0.89
            3           16          233          0.1         1.13
            3           16          234          0.1         1.10
            3           16          235          0.1         0.91
            3           16          236          0.1         1.03
            3           16          237          0.1         1.13
            3           16          238          0.1         1.14
            3           16          239          0.1         1.19
            3           16          240          0.1         1.15
            3           16          241          0.1         1.07
            3           16          242          0.1         1.04
            3           16          243          0.1         1.05
            3           16          244          0.1         0.98
            3           16          245          0.1         0.96
            3           16          246          0.1         0.92
            3           16          247          0.1         0.97
            3           16          248          0.1         1.02
            3           16          249          0.1         1.01
            3           16          250          0.1         1.08
            3           16          251          0.1         0.96
            3           16          252          0.1         1.00
            3           16          253          0.1         1.09
            3           16          254          0.1         0.94
            3           16          255          0.1         0.86
            3           16          256          0.1         1.01
            3           16          257          0.1         1.00
            3           16          258          0.1         0.93
            3           16          259          0.1         1.12
            3           16          260          0.1         1.01
            3           16          261          0.1         1.10
            3           16          262          0.1         0.91
            3           16          263          0.1         1.04
            3           16          264          0.1         0.90
            3           16          265          0.1         0.85
            3           16          266          0.1         1.00
            3           16          267          0.1         1.01
            3           16          268          0.1         0.93
            3           16          269          0.1         1.02
            3           16          270          0.1         1.08
            3           16          271          0.1         1.09
            3           16          272          0.1         1.11
            3           16          273          0.1         0.93
            3           16          274          0.1         1.25
            3           16          275          0.1         0.87
            3           16          276          0.1         1.19
            3           16          277          0.1         1.10
            3           16          278          0.1         1.23
            3           16          279          0.1         1.20
            3           16          280          0.1         0.82
            3           16          281          0.1         0.90
            3           16          282          0.1         1.24
            3           16          283          0.1         1.15
            3           16          284          0.1         0.96
            3           16          285          0.1         1.21
            3           16          286          0.1         0.94
            3           16          287          0.1         1.06
            3           16          288          0.1         1.02
            3           16          289          0.1         0.99
            3           16          290          0.1         1.02
            3           16          291          0.1         1.10
            3           16          292          0.1         1.07
            3           16          293          0.1         1.08
            3           16          294          0.1         1.02
            3           16          295          0.1         1.01
            3           16          296          0.1         0.94
            3           16          297          0.1         1.03
            3           16          298          0.1         0.96
            3           16          299          0.1         1.01
            3           16          300          0.1         0.93
            3           16          301          0.1         1.06
            3           16          302          0.1         1.02
            3           16          303          0.1         0.96
            3           16          304          0.1         0.94
            3           16          305          0.1         1.03
            3           16          306          0.1         0.92
            3           16          307          0.1         1.14
            3           16          308          0.1         1.02
            3           16          309          0.1         1.06
            3           16          310          0.1         0.99
            3           16          311          0.1         0.99
            3           16          312          0.1         1.13
            3           16          313          0.1         1.04
            3           16          314          0.1         1.17
            3           16          315          0.1         0.94
            3           16          316          0.1         0.91
            3           16          317          0.1         1.04
            3           16          318          0.1         1.10
            3           16          319          0.1         1.03
            3           16          320          0.1         1.04
            3           16          321          0.1         1.00
            3           16          322          0.1         0.91
            3           16          323          0.1         0.79
            3           16          324          0.1         1.02
            3           16          325          0.1         1.15
            3           16          326          0.1         0.87
            3           16          327          0.1         1.18
            3           16          328          0.1         1.03
            3           16          329          0.1         0.98
            3           16          330          0.1         1.08
            3           16          331          0.1         1.05
            3           16          332          0.1         0.89
            3           16          333          0.1         1.09
            3           16          334          0.1         0.92
            3           16          335          0.1         1.10
            3           16          336          0.1         0.90
            3           16          337          0.1         0.91
            3           16          338          0.1         0.90
            3           16          339          0.1         0.99
            3           16          340          0.1         1.05
            3           16          341          0.1         0.94
            3           16          342          0.1         0.90
            3           16          343          0.1         0.94
            3           16          344          0.1         0.82
            3           16          345          0.1         0.97
            3           16          346          0.1         1.10
            3           16          347          0.1         1.06
            3           16          348          0.1         0.91
            3           16          349          0.1         0.79
            3           16          350          0.1         1.31
            3           16          351          0.1         0.94
            3           16          352          0.1         1.11
            3           16          353          0.1         1.33
            3           16          354          0.1         1.03
            3           16          355          0.1         0.94
            3           16          356          0.1         1.02
            3           16          357          0.1         0.95
            3           16          358          0.1         1.08
            3           16          359          0.1         0.98
            3           16          360          0.1         0.95
            3           16          361          0.1         1.01
            3           16          362          0.1         1.07
            3           16          363          0.1         0.85
            3           16          364          0.1         0.95
            3           16          365          0.1         1.02
            3           16          366          0.1         1.06
            3           16          367          0.1         1.17
            3           16          368          0.1         1.08
            3           16          369          0.1         0.89
            3           16          370          0.1         1.10
            3           16          371          0.1         0.90
            3           16          372          0.1         1.20
            3           16          373          0.1         0.97
            3           16          374          0.1         1.03
            3           16          375          0.1         0.94
            3           16          376          0.1         0.97
            3           16          377          0.1         1.08
            3           16          378          0.1         0.94
            3           16          379          0.1         1.12
            3           16          380          0.1         0.90
            3           16          381          0.1         1.01
            3           16          382          0.1         0.92
            3           16          383          0.1         1.03
            3           16          384          0.1         1.24
            3           16          385          0.1         1.12
            3           16          386          0.1         0.89
            3           16          387          0.1         0.91
            3           16          388          0.1         1.12
            3           16          389          0.1         1.03
            3           16          390          0.1         0.96
            3           16          391          0.1         1.03
            3           16          392          0.1         0.97
            3           16          393          0.1         1.14
            3           16          394          0.1         1.14
            3           16          395          0.1         0.92
            3           16          396          0.1         0.85
            3           16          397          0.1         1.16
            3           16          398          0.1         0.86
            3           16          399          0.1         0.86
            3           16          400          0.1         0.91
            3           16          401          0.1         0.93
            3           16          402          0.1         1.02
            3           16          403          0.1         0.87
            3           16          404          0.1         0.91
            3           16          405          0.1         0.84
            3           16          406          0.1         1.12
            3           16          407          0.1         0.98
            3           16          408          0.1         1.00
            3           16          409          0.1         0.97
            3           16          410          0.1         0.87
            3           16          411          0.1         1.02
            3           16          412          0.1         0.92
            3           16          413          0.1         0.83
            3           16          414          0.1         1.12
            3           16          415          0.1         0.91
            3           16          416          0.1         1.09
            3           16          417          0.1         1.16
            3           16          418          0.1         0.96
            3           16          419          0.1         0.90
            3           16          420          0.1         1.18
            3           16          421          0.1         0.95
            3           16          422          0.1         0.98
            3           16          423          0.1         1.02
            3           16          424          0.1         1.00
            3           16          425          0.1         1.04
            3           16          426          0.1         1.00
            3           16          427          0.1         0.99
            3           16          428          0.1         1.10
            3           16          429          0.1         0.90
            3           16          430          0.1         1.17
            3           16          431          0.1         1.07
            3           16          432          0.1         1.04
            3           16          433          0.1         0.98
            3           16          434          0.1         0.79
            3           16          435          0.1         1.28
            3           16          436          0.1         1.05
            3           16          437          0.1         0.98
            3           16          438          0.1         0.93
            3           16          439          0.1         0.79
            3           16          440          0.1         1.00
            3           16          441          0.1         1.05
            3           16          442          0.1         0.98
            3           16          443          0.1         0.81
            3           16          444          0.1         0.91
            3           16          445          0.1         1.01
            3           16          446          0.1         1.00
            3           16          447          0.1         0.94
            3           16          448          0.1         1.02
            3           16          449          0.1         1.11
            3           16          450          0.1         1.12
            3           16          451          0.1         1.25
            3           16          452          0.1         0.93
            3           16          453          0.1         0.95
            3           16          454          0.1         1.00
            3           16          455          0.1         0.84
            3           16          456          0.1         1.05
            3           16          457          0.1         0.88
            3           16          458          0.1         0.83
            3           16          459          0.1         0.93
            3           16          460          0.1         0.92
            3           16          461          0.1         0.86
            3           16          462          0.1         1.07
            3           16          463          0.1         1.24
            3           16          464          0.1         0.94
            3           16          465          0.1         1.21
            3           16          466          0.1         1.07
            3           16          467          0.1         0.92
            3           16          468          0.1         1.11
            3           16          469          0.1         0.94
            3           16          470          0.1         0.89
            3           16          471          0.1         1.10
            3           16          472          0.1         0.84
            3           16          473          0.1         0.82
            3           16          474          0.1         1.09
            3           16          475          0.1         0.98
            3           16          476          0.1         0.83
            3           16          477          0.1         1.20
            3           16          478          0.1         0.87
            3           16          479          0.1         0.99
            3           16          480          0.1         0.97
            3           16          481          0.1         0.81
            3           16          482          0.1         1.03
            3           16          483          0.1         0.96
            3           16          484          0.1         0.98
            3           16          485          0.1         1.00
            3           16          486          0.1         0.86
            3           16          487          0.1         0.99
            3           16          488          0.1         0.94
            3           16          489          0.1         1.12
            3           16          490          0.1         0.89
            3           16          491          0.1         1.09
            3           16          492          0.1         0.69
            3           16          493          0.1         0.94
            3           16          494          0.1         0.82
            3           16          495          0.1         1.12
            3           16          496          0.1         1.17
            3           16          497          0.1         1.00
            3           16          498          0.1         0.99
            3           16          499          0.1         1.04
            3           16          500          0.1         0.95
            3           16          501          0.1         0.99
            3           16          502          0.1         1.05
            3           16          503          0.1         0.91
            3           16          504          0.1         0.92
            3           16          505          0.1         0.94
            3           16          506          0.1         0.90
            3           16          507          0.1         0.99
            3           16          508          0.1         0.86
            3           16          509          0.1         0.93
            3           16          510          0.1         1.14
            3           16          511          0.1         0.86
            3           16          512          0.1         1.05
            3           16          513          0.1         0.96
            3           16          514          0.1         0.85
            3           16          515          0.1         1.07
            3           16          516          0.1         0.93
            3           16          517          0.1         0.83
            3           16          518          0.1         1.01
            3           16          519          0.1         0.76
            3           16          520          0.1         0.94
            3           16          521          0.1         1.07
            3           16          522          0.1         0.85
            3           16          523          0.1         0.89
            3           16          524          0.1         1.11
            3           16          525          0.1         0.88
            3           16          526          0.1         0.95
            3           16          527          0.1         1.04
            3           16          528          0.1         1.18
            3           16          529          0.1         0.77
            3           16          530          0.1         1.10
            3           16          531          0.1         0.96
            3           16          532          0.1         0.93
            3           16          533          0.1         1.03
            3           16          534          0.1         0.91
            3           16          535          0.1         1.04
            3           16          536          0.1         1.07
            3           16          537          0.1         1.05
            3           16          538          0.1         0.94
            3           16          539          0.1         0.93
            3           16          540          0.1         1.13
            3           16          541          0.1         0.93
            3           16          542          0.1         1.04
            3           16          543          0.1         1.05
            3           16          544          0.1         1.02
            3           16          545          0.1         1.02
            3           16          546          0.1         1.12
            3           16          547          0.1         0.86
            3           16          548          0.1         0.97
            3           16          549          0.1         0.76
            3           16          550          0.1         1.09
            3           16          551          0.1         0.93
            3           16          552          0.1         1.06
            3           16          553          0.1         1.07
            3           16          554          0.1         0.92
            3           16          555          0.1         0.92
            3           16          556          0.1         1.13
            3           16          557          0.1         0.84
            3           16          558          0.1         1.17
            3           16          559          0.1         0.81
            3           16          560          0.1         0.90
            3           16          561          0.1         1.10
            3           16          562          0.1         1.13
            3           16          563          0.1         1.05
            3           16          564          0.1         1.04
            3           16          565          0.1         0.96
            3           16          566          0.1         0.99
            3           16          567          0.1         1.09
            3           16          568          0.1         1.05
            3           16          569          0.1         1.06
            3           16          570          0.1         0.90
            3           16          571          0.1         1.01
            3           16          572          0.1         1.09
            3           16          573          0.1         1.01
            3           16          574          0.1         1.01
            3           16          575          0.1         1.04
            3           16          576          0.1         0.94
            3           16          577          0.1         0.98
            3           16          578          0.1         1.01
            3           16          579          0.1         1.15
            3           16          580          0.1         1.05
            3           16          581          0.1         0.95
            3           16          582          0.1         1.07
            3           16          583          0.1         0.85
            3           16          584          0.1         1.07
            3           16          585          0.1         1.08
            3           16          586          0.1         1.20
            3           16          587          0.1         0.96
            3           16          588          0.1         0.90
            3           16          589          0.1         1.00
            3           16          590          0.1         1.01
            3           16          591          0.1         1.10
            3           16          592          0.1         0.89
            3           16          593          0.1         0.93
            3           16          594          0.1         0.93
            3           16          595          0.1         1.11
            3           16          596          0.1         0.80
            3           16          597          0.1         0.94
            3           16          598          0.1         0.92
            3           16          599          0.1         0.88
            3           16          600          0.1         1.08
            3           16          601          0.1         1.00
            3           16          602          0.1         0.85
            3           16          603          0.1         1.24
            3           16          604          0.1         1.06
            3           16          605          0.1         0.97
            3           16          606          0.1         1.02
            3           16          607          0.1         0.89
