# 
# 
# EIS/Hinode Spectrum for eis_l1_20130708_002042
# px = 3
# py = 55
# ref wave = 202.044
# 
# wavelengths - Angstrom
# counts - intensities in counts
# ints_pre - erg/cm^2/s/sr/A from pre-flight calibration
# ints_nrl - erg/cm^2/s/sr/A from NRL in-flight calibration
# 
# missing data = -100.                                                             
# 
# TIME STAMP = Thu Feb 11 06:59:47 2016
# WARNING: Spectrum generated with beta software
# 
#     WAVE        COUNTS         ERROR      INTS_PRE       ERR_PRE      INTS_NRL       ERR_NRL
# Start Window 1
   280.028     1.948e+01     4.414e+00     3.485e+02     7.895e+01     4.650e+02     1.053e+02
   280.051     1.586e+01     3.983e+00     2.844e+02     7.140e+01     3.795e+02     9.529e+01
   280.073     1.371e+01     3.703e+00     2.461e+02     6.644e+01     3.284e+02     8.869e+01
   280.095     1.535e+01     3.918e+00     2.764e+02     7.055e+01     3.690e+02     9.418e+01
   280.117     2.413e+01     4.912e+00     4.354e+02     8.865e+01     5.814e+02     1.184e+02
   280.139     2.477e+01     4.977e+00     4.475e+02     8.991e+01     5.975e+02     1.201e+02
   280.162     3.680e+01     6.066e+00     6.672e+02     1.100e+02     8.910e+02     1.469e+02
   280.184     2.837e+01     5.326e+00     5.155e+02     9.678e+01     6.886e+02     1.293e+02
   280.206     2.661e+01     5.159e+00     4.840e+02     9.382e+01     6.466e+02     1.253e+02
   280.228     1.963e+01     4.431e+00     3.583e+02     8.087e+01     4.788e+02     1.081e+02
   280.251     1.702e+01     4.125e+00     3.113e+02     7.547e+01     4.160e+02     1.008e+02
   280.273     1.584e+01     3.980e+00     2.901e+02     7.288e+01     3.877e+02     9.741e+01
   280.295     1.075e+01     3.279e+00     1.976e+02     6.025e+01     2.641e+02     8.055e+01
   280.317     1.573e+01     3.966e+00     2.898e+02     7.305e+01     3.874e+02     9.767e+01
   280.340     1.161e+01     3.407e+00     2.142e+02     6.288e+01     2.865e+02     8.409e+01
   280.362     1.282e+01     3.581e+00     2.372e+02     6.624e+01     3.172e+02     8.860e+01
   280.384     1.519e+01     3.897e+00     2.812e+02     7.217e+01     3.762e+02     9.654e+01
   280.406     1.566e+01     3.957e+00     2.910e+02     7.354e+01     3.893e+02     9.839e+01
   280.429     2.358e+01     4.856e+00     4.393e+02     9.045e+01     5.878e+02     1.210e+02
   280.451     1.781e+01     4.220e+00     3.321e+02     7.868e+01     4.445e+02     1.053e+02
   280.473     1.401e+01     3.743e+00     2.622e+02     7.004e+01     3.510e+02     9.377e+01
   280.495     1.421e+01     3.769e+00     2.665e+02     7.069e+01     3.568e+02     9.465e+01
   280.518     1.838e+01     4.287e+00     3.449e+02     8.047e+01     4.620e+02     1.078e+02
   280.540     1.269e+01     3.562e+00     2.391e+02     6.711e+01     3.203e+02     8.990e+01
   280.562     1.403e+01     3.745e+00     2.649e+02     7.072e+01     3.549e+02     9.475e+01
   280.584     9.877e+00     3.143e+00     1.869e+02     5.947e+01     2.505e+02     7.970e+01
   280.606     1.625e+01     4.031e+00     3.081e+02     7.645e+01     4.130e+02     1.025e+02
   280.629     1.619e+01     4.024e+00     3.074e+02     7.639e+01     4.121e+02     1.024e+02
   280.651     1.261e+01     3.551e+00     2.402e+02     6.765e+01     3.221e+02     9.072e+01
   280.673     2.040e+01     4.517e+00     3.896e+02     8.625e+01     5.225e+02     1.157e+02
   280.695     3.642e+01     6.035e+00     6.961e+02     1.154e+02     9.339e+02     1.548e+02
   280.718     6.417e+01     8.011e+00     1.231e+03     1.537e+02     1.652e+03     2.062e+02
   280.740     9.159e+01     9.570e+00     1.761e+03     1.840e+02     2.364e+03     2.470e+02
   280.762     8.613e+01     9.281e+00     1.660e+03     1.788e+02     2.228e+03     2.401e+02
   280.784     6.106e+01     7.814e+00     1.179e+03     1.509e+02     1.584e+03     2.027e+02
   280.807     3.813e+01     6.175e+00     7.371e+02     1.194e+02     9.900e+02     1.603e+02
   280.829     2.009e+01     4.482e+00     3.898e+02     8.696e+01     5.236e+02     1.168e+02
   280.851     2.344e+01     4.842e+00     4.559e+02     9.416e+01     6.127e+02     1.265e+02
   280.873     1.610e+01     4.013e+00     3.134e+02     7.810e+01     4.213e+02     1.050e+02
   280.896     1.346e+01     3.668e+00     2.629e+02     7.166e+01     3.534e+02     9.634e+01
   280.918     1.495e+01     3.867e+00     2.928e+02     7.572e+01     3.938e+02     1.018e+02
   280.940     1.296e+01     3.600e+00     2.544e+02     7.065e+01     3.421e+02     9.503e+01
   280.962     4.194e+00     2.048e+00     8.250e+01     4.028e+01     1.110e+02     5.420e+01
   280.984     8.227e+00     2.868e+00     1.620e+02     5.647e+01     2.180e+02     7.599e+01
   281.007     1.312e+01     3.622e+00     2.591e+02     7.156e+01     3.488e+02     9.633e+01
   281.029     1.288e+01     3.588e+00     2.550e+02     7.106e+01     3.433e+02     9.568e+01
   281.051     1.590e+01     3.987e+00     3.151e+02     7.903e+01     4.244e+02     1.064e+02
   281.073     1.264e+01     3.555e+00     2.514e+02     7.072e+01     3.387e+02     9.527e+01
   281.096     1.497e+01     3.869e+00     2.985e+02     7.715e+01     4.022e+02     1.040e+02
   281.118     1.319e+01     3.632e+00     2.636e+02     7.258e+01     3.552e+02     9.782e+01
   281.140     1.410e+01     3.756e+00     2.825e+02     7.523e+01     3.809e+02     1.014e+02
   281.162     1.568e+01     3.960e+00     3.144e+02     7.939e+01     4.239e+02     1.071e+02
   281.185     1.893e+01     4.351e+00     3.810e+02     8.756e+01     5.139e+02     1.181e+02
   281.207     9.946e+00     3.154e+00     2.006e+02     6.360e+01     2.706e+02     8.581e+01
   281.229     1.267e+01     3.560e+00     2.562e+02     7.196e+01     3.458e+02     9.712e+01
   281.251     1.261e+01     3.552e+00     2.556e+02     7.196e+01     3.450e+02     9.714e+01
   281.274     1.247e+01     3.531e+00     2.528e+02     7.160e+01     3.413e+02     9.668e+01
   281.296     1.287e+01     3.588e+00     2.620e+02     7.303e+01     3.539e+02     9.863e+01
   281.318     1.343e+01     3.664e+00     2.739e+02     7.475e+01     3.700e+02     1.010e+02
   281.340     1.622e+01     4.027e+00     3.316e+02     8.233e+01     4.480e+02     1.113e+02
   281.362     1.430e+01     3.781e+00     2.930e+02     7.749e+01     3.961e+02     1.047e+02
   281.385     3.188e+01     5.647e+00     6.540e+02     1.158e+02     8.843e+02     1.566e+02
   281.407     3.576e+01     5.980e+00     7.363e+02     1.231e+02     9.958e+02     1.665e+02
   281.429     4.525e+01     6.727e+00     9.337e+02     1.388e+02     1.263e+03     1.878e+02
   281.451     4.291e+01     6.551e+00     8.875e+02     1.355e+02     1.201e+03     1.833e+02
   281.474     2.747e+01     5.241e+00     5.694e+02     1.086e+02     7.707e+02     1.471e+02
   281.496     2.252e+01     4.746e+00     4.673e+02     9.847e+01     6.327e+02     1.333e+02
   281.518     1.365e+01     3.694e+00     2.842e+02     7.693e+01     3.849e+02     1.042e+02
   281.540     1.558e+01     3.947e+00     3.252e+02     8.239e+01     4.406e+02     1.116e+02
   281.563     7.653e+00     2.766e+00     1.601e+02     5.787e+01     2.170e+02     7.843e+01
   281.585     1.064e+01     3.262e+00     2.231e+02     6.840e+01     3.025e+02     9.272e+01
   281.607     1.604e+01     4.005e+00     3.366e+02     8.405e+01     4.564e+02     1.140e+02
   281.629     1.162e+01     3.409e+00     2.448e+02     7.181e+01     3.320e+02     9.740e+01
   281.652     1.411e+01     3.756e+00     2.978e+02     7.930e+01     4.041e+02     1.076e+02
   281.674     1.041e+01     3.227e+00     2.204e+02     6.829e+01     2.991e+02     9.268e+01
   281.696     1.658e+01     4.072e+00     3.517e+02     8.636e+01     4.774e+02     1.172e+02
   281.718     1.298e+01     3.603e+00     2.756e+02     7.649e+01     3.742e+02     1.039e+02
   281.740     1.636e+01     4.045e+00     3.487e+02     8.619e+01     4.736e+02     1.171e+02
   281.763     1.062e+01     3.259e+00     2.269e+02     6.961e+01     3.083e+02     9.459e+01
   281.785     1.546e+01     3.932e+00     3.310e+02     8.417e+01     4.498e+02     1.144e+02
   281.807     1.142e+01     3.380e+00     2.451e+02     7.252e+01     3.333e+02     9.860e+01
   281.829     2.048e+01     4.525e+00     4.404e+02     9.732e+01     5.989e+02     1.324e+02
   281.852     1.926e+01     4.389e+00     4.153e+02     9.461e+01     5.649e+02     1.287e+02
   281.874     1.983e+01     4.453e+00     4.279e+02     9.608e+01     5.822e+02     1.307e+02
   281.896     2.214e+01     4.705e+00     4.795e+02     1.019e+02     6.526e+02     1.387e+02
   281.918     1.839e+01     4.289e+00     3.993e+02     9.309e+01     5.436e+02     1.268e+02
   281.941     1.463e+01     3.825e+00     3.183e+02     8.322e+01     4.335e+02     1.133e+02
   281.963     1.600e+01     4.000e+00     3.489e+02     8.722e+01     4.753e+02     1.188e+02
   281.985     1.014e+01     3.184e+00     2.212e+02     6.949e+01     3.015e+02     9.470e+01
   282.007     1.436e+01     3.789e+00     3.146e+02     8.302e+01     4.288e+02     1.132e+02
   282.030     1.339e+01     3.660e+00     2.941e+02     8.036e+01     4.010e+02     1.096e+02
   282.052     1.714e+01     4.141e+00     3.773e+02     9.114e+01     5.147e+02     1.243e+02
   282.074     1.227e+01     3.503e+00     2.708e+02     7.729e+01     3.694e+02     1.054e+02
   282.096     2.034e+01     4.510e+00     4.498e+02     9.974e+01     6.139e+02     1.361e+02
   282.118     1.684e+01     4.103e+00     3.731e+02     9.094e+01     5.094e+02     1.241e+02
   282.141     1.378e+01     3.712e+00     3.057e+02     8.236e+01     4.175e+02     1.125e+02
   282.163     1.505e+01     3.879e+00     3.351e+02     8.639e+01     4.578e+02     1.180e+02
   282.185     1.504e+01     3.878e+00     3.356e+02     8.655e+01     4.586e+02     1.183e+02
   282.207     1.533e+01     3.915e+00     3.429e+02     8.759e+01     4.686e+02     1.197e+02
   282.230     1.342e+01     3.663e+00     3.009e+02     8.215e+01     4.114e+02     1.123e+02
   282.252     2.860e+01     5.348e+00     6.429e+02     1.202e+02     8.791e+02     1.644e+02
   282.274     1.038e+01     3.221e+00     2.338e+02     7.258e+01     3.198e+02     9.928e+01
   282.296     1.921e+01     4.382e+00     4.331e+02     9.883e+01     5.926e+02     1.352e+02
   282.319     9.488e+00     3.080e+00     2.148e+02     6.972e+01     2.940e+02     9.543e+01
   282.341     9.976e+00     3.159e+00     2.263e+02     7.166e+01     3.099e+02     9.811e+01
   282.363     1.670e+01     4.087e+00     3.798e+02     9.294e+01     5.202e+02     1.273e+02
   282.385     1.282e+01     3.581e+00     2.923e+02     8.163e+01     4.004e+02     1.118e+02
   282.408     2.222e+01     4.714e+00     5.077e+02     1.077e+02     6.957e+02     1.476e+02
   282.430     3.063e+01     5.534e+00     7.015e+02     1.268e+02     9.615e+02     1.737e+02
   282.452     3.449e+01     5.872e+00     7.917e+02     1.348e+02     1.085e+03     1.848e+02
   282.474     2.539e+01     5.039e+00     5.843e+02     1.159e+02     8.013e+02     1.590e+02
   282.496     1.918e+01     4.380e+00     4.418e+02     1.009e+02     6.061e+02     1.384e+02
   282.519     2.278e+01     4.772e+00     5.266e+02     1.103e+02     7.226e+02     1.514e+02
   282.541     1.537e+01     3.920e+00     3.561e+02     9.084e+01     4.888e+02     1.247e+02
   282.563     8.016e+00     2.831e+00     1.862e+02     6.576e+01     2.557e+02     9.030e+01
   282.585     9.720e+00     3.118e+00     2.263e+02     7.259e+01     3.108e+02     9.970e+01
   282.608     1.820e+01     4.266e+00     4.246e+02     9.955e+01     5.834e+02     1.368e+02
   282.630     1.161e+01     3.408e+00     2.717e+02     7.972e+01     3.734e+02     1.096e+02
   282.652     1.124e+01     3.353e+00     2.636e+02     7.862e+01     3.624e+02     1.081e+02
   282.674     1.937e+01     4.401e+00     4.552e+02     1.034e+02     6.259e+02     1.422e+02
   282.697     1.070e+01     3.271e+00     2.517e+02     7.695e+01     3.463e+02     1.059e+02
   282.719     1.291e+01     3.592e+00     3.047e+02     8.483e+01     4.193e+02     1.167e+02
   282.741     1.097e+01     3.312e+00     2.596e+02     7.839e+01     3.573e+02     1.079e+02
   282.763     1.266e+01     3.558e+00     3.003e+02     8.441e+01     4.135e+02     1.162e+02
   282.785     1.330e+01     3.647e+00     3.163e+02     8.672e+01     4.355e+02     1.194e+02
   282.808     6.791e+00     2.606e+00     1.619e+02     6.211e+01     2.230e+02     8.557e+01
   282.830     1.172e+01     3.424e+00     2.801e+02     8.180e+01     3.859e+02     1.127e+02
   282.852     3.852e+01     6.207e+00     9.226e+02     1.486e+02     1.272e+03     2.049e+02
   282.874     1.357e+01     3.684e+00     3.257e+02     8.843e+01     4.491e+02     1.219e+02
   282.897     1.277e+01     3.573e+00     3.072e+02     8.597e+01     4.236e+02     1.186e+02
   282.919     1.859e+01     4.312e+00     4.483e+02     1.040e+02     6.186e+02     1.435e+02
   282.941     7.437e+01     8.624e+00     1.795e+03     2.082e+02     2.478e+03     2.873e+02
   282.963     1.739e+01     4.170e+00     4.213e+02     1.010e+02     5.816e+02     1.395e+02
   282.986     1.924e+01     4.387e+00     4.674e+02     1.065e+02     6.454e+02     1.471e+02
   283.008     2.282e+01     4.777e+00     5.556e+02     1.163e+02     7.674e+02     1.606e+02
   283.030     1.995e+01     4.466e+00     4.868e+02     1.090e+02     6.725e+02     1.506e+02
   283.052     1.950e+01     4.416e+00     4.769e+02     1.080e+02     6.592e+02     1.493e+02
   283.074     1.341e+01     3.662e+00     3.287e+02     8.978e+01     4.545e+02     1.241e+02
   283.097     1.369e+01     3.700e+00     3.365e+02     9.093e+01     4.653e+02     1.258e+02
   283.119     1.794e+01     4.235e+00     4.418e+02     1.043e+02     6.112e+02     1.443e+02
   283.141     1.049e+01     3.238e+00     2.590e+02     7.997e+01     3.583e+02     1.107e+02
   283.163     1.454e+01     3.813e+00     3.599e+02     9.438e+01     4.982e+02     1.306e+02
   283.186     1.559e+01     3.948e+00     3.867e+02     9.794e+01     5.354e+02     1.356e+02
   283.208     1.732e+01     4.162e+00     4.308e+02     1.035e+02     5.966e+02     1.434e+02
   283.230     1.741e+01     4.172e+00     4.338e+02     1.040e+02     6.011e+02     1.441e+02
   283.252     1.473e+01     3.838e+00     3.680e+02     9.589e+01     5.100e+02     1.329e+02
   283.275     9.800e+00     3.130e+00     2.451e+02     7.829e+01     3.398e+02     1.085e+02
   283.297     8.891e+00     2.982e+00     2.232e+02     7.485e+01     3.095e+02     1.038e+02
   283.319     1.304e+01     3.611e+00     3.280e+02     9.085e+01     4.550e+02     1.260e+02
   283.341     1.823e+01     4.270e+00     4.599e+02     1.077e+02     6.381e+02     1.494e+02
   283.364     1.624e+01     4.030e+00     4.106e+02     1.019e+02     5.699e+02     1.414e+02
   283.386     1.706e+01     4.131e+00     4.324e+02     1.047e+02     6.003e+02     1.453e+02
   283.408     2.418e+01     4.917e+00     6.142e+02     1.249e+02     8.530e+02     1.735e+02
   283.430     2.830e+01     5.320e+00     7.206e+02     1.354e+02     1.001e+03     1.882e+02
   283.452     3.957e+01     6.290e+00     1.010e+03     1.605e+02     1.403e+03     2.231e+02
   283.475     4.161e+01     6.450e+00     1.064e+03     1.650e+02     1.479e+03     2.294e+02
   283.497     5.837e+01     7.640e+00     1.497e+03     1.959e+02     2.081e+03     2.724e+02
   283.519     6.310e+01     7.944e+00     1.622e+03     2.042e+02     2.256e+03     2.840e+02
   283.541     4.731e+01     6.878e+00     1.219e+03     1.772e+02     1.696e+03     2.465e+02
   283.564     3.723e+01     6.102e+00     9.613e+02     1.576e+02     1.338e+03     2.193e+02
   283.586     3.434e+01     5.860e+00     8.889e+02     1.517e+02     1.238e+03     2.112e+02
   283.608     1.702e+01     4.126e+00     4.416e+02     1.070e+02     6.150e+02     1.491e+02
   283.630     2.109e+01     4.593e+00     5.485e+02     1.194e+02     7.640e+02     1.664e+02
   283.653     2.603e+01     5.102e+00     6.786e+02     1.330e+02     9.456e+02     1.853e+02
   283.675     1.767e+01     4.203e+00     4.616e+02     1.098e+02     6.434e+02     1.531e+02
   283.697     1.917e+01     4.379e+00     5.021e+02     1.147e+02     7.001e+02     1.599e+02
   283.719     2.418e+01     4.917e+00     6.346e+02     1.291e+02     8.851e+02     1.800e+02
   283.741     2.126e+01     4.611e+00     5.593e+02     1.213e+02     7.804e+02     1.693e+02
   283.764     2.169e+01     4.657e+00     5.720e+02     1.228e+02     7.982e+02     1.714e+02
   283.786     2.485e+01     4.985e+00     6.569e+02     1.318e+02     9.171e+02     1.840e+02
   283.808     2.610e+01     5.109e+00     6.915e+02     1.354e+02     9.657e+02     1.890e+02
   283.830     2.242e+01     4.735e+00     5.955e+02     1.258e+02     8.318e+02     1.757e+02
   283.853     2.800e+01     5.292e+00     7.455e+02     1.409e+02     1.042e+03     1.968e+02
   283.875     3.067e+01     5.538e+00     8.183e+02     1.478e+02     1.144e+03     2.065e+02
   283.897     2.917e+01     5.401e+00     7.801e+02     1.444e+02     1.091e+03     2.020e+02
   283.919     3.147e+01     5.610e+00     8.436e+02     1.504e+02     1.180e+03     2.103e+02
   283.942     3.699e+01     6.082e+00     9.938e+02     1.634e+02     1.390e+03     2.286e+02
   283.964     4.362e+01     6.605e+00     1.175e+03     1.779e+02     1.644e+03     2.490e+02
   283.986     5.375e+01     7.331e+00     1.451e+03     1.979e+02     2.031e+03     2.771e+02
   284.008     8.075e+01     8.986e+00     2.185e+03     2.432e+02     3.060e+03     3.405e+02
   284.030     1.255e+02     1.120e+01     3.403e+03     3.038e+02     4.766e+03     4.256e+02
   284.053     1.959e+02     1.400e+01     5.325e+03     3.805e+02     7.462e+03     5.332e+02
   284.075     3.538e+02     1.881e+01     9.641e+03     5.125e+02     1.351e+04     7.184e+02
   284.097     7.706e+02     2.776e+01     2.105e+04     7.581e+02     2.951e+04     1.063e+03
   284.119     1.615e+03     4.019e+01     4.422e+04     1.100e+03     6.202e+04     1.543e+03
   284.142     2.911e+03     5.396e+01     7.988e+04     1.480e+03     1.121e+05     2.077e+03
   284.164     3.844e+03     6.200e+01     1.057e+05     1.705e+03     1.484e+05     2.393e+03
   284.186     4.134e+03     6.430e+01     1.140e+05     1.772e+03     1.600e+05     2.488e+03
   284.208     3.496e+03     5.912e+01     9.658e+04     1.634e+03     1.356e+05     2.294e+03
   284.231     2.141e+03     4.627e+01     5.928e+04     1.281e+03     8.328e+04     1.800e+03
   284.253     9.550e+02     3.090e+01     2.651e+04     8.578e+02     3.726e+04     1.206e+03
   284.275     3.603e+02     1.898e+01     1.002e+04     5.281e+02     1.409e+04     7.424e+02
   284.297     1.480e+02     1.217e+01     4.128e+03     3.393e+02     5.805e+03     4.771e+02
   284.320     6.531e+01     8.081e+00     1.825e+03     2.259e+02     2.568e+03     3.177e+02
   284.342     4.589e+01     6.774e+00     1.286e+03     1.898e+02     1.809e+03     2.671e+02
   284.364     3.973e+01     6.303e+00     1.116e+03     1.770e+02     1.570e+03     2.491e+02
   284.386     3.733e+01     6.110e+00     1.051e+03     1.720e+02     1.479e+03     2.421e+02
   284.408     2.929e+01     5.412e+00     8.262e+02     1.527e+02     1.164e+03     2.150e+02
   284.431     2.975e+01     5.454e+00     8.412e+02     1.542e+02     1.185e+03     2.173e+02
   284.453     2.205e+01     4.696e+00     6.250e+02     1.331e+02     8.809e+02     1.876e+02
   284.475     2.153e+01     4.640e+00     6.114e+02     1.318e+02     8.621e+02     1.858e+02
   284.497     1.665e+01     4.080e+00     4.740e+02     1.162e+02     6.686e+02     1.638e+02
   284.520     2.174e+01     4.663e+00     6.205e+02     1.331e+02     8.754e+02     1.877e+02
   284.542     1.391e+01     3.730e+00     3.979e+02     1.067e+02     5.615e+02     1.506e+02
   284.564     1.576e+01     3.970e+00     4.517e+02     1.138e+02     6.377e+02     1.607e+02
   284.586     1.522e+01     3.902e+00     4.374e+02     1.121e+02     6.177e+02     1.583e+02
   284.609     1.830e+01     4.278e+00     5.270e+02     1.232e+02     7.445e+02     1.740e+02
   284.631     2.526e+01     5.026e+00     7.292e+02     1.451e+02     1.031e+03     2.050e+02
   284.653     3.065e+01     5.536e+00     8.868e+02     1.602e+02     1.254e+03     2.264e+02
   284.675     2.433e+01     4.933e+00     7.056e+02     1.430e+02     9.978e+02     2.023e+02
   284.697     1.772e+01     4.209e+00     5.150e+02     1.223e+02     7.285e+02     1.731e+02
   284.720     1.636e+01     4.044e+00     4.765e+02     1.178e+02     6.742e+02     1.667e+02
   284.742     7.501e+00     2.739e+00     2.190e+02     7.997e+01     3.100e+02     1.132e+02
   284.764     1.740e+01     4.171e+00     5.092e+02     1.221e+02     7.210e+02     1.728e+02
   284.786     1.778e+01     4.217e+00     5.217e+02     1.237e+02     7.389e+02     1.752e+02
   284.809     1.339e+01     3.659e+00     3.936e+02     1.076e+02     5.576e+02     1.524e+02
   284.831     2.702e+01     5.199e+00     7.964e+02     1.532e+02     1.129e+03     2.171e+02
   284.853     1.565e+01     3.956e+00     4.622e+02     1.168e+02     6.552e+02     1.656e+02
   284.875     1.530e+01     3.912e+00     4.530e+02     1.158e+02     6.425e+02     1.642e+02
   284.898     1.635e+01     4.044e+00     4.853e+02     1.200e+02     6.884e+02     1.702e+02
   284.920     1.642e+01     4.053e+00     4.884e+02     1.205e+02     6.931e+02     1.710e+02
   284.942     1.612e+01     4.015e+00     4.804e+02     1.197e+02     6.820e+02     1.699e+02
   284.964     1.216e+01     3.487e+00     3.633e+02     1.042e+02     5.158e+02     1.479e+02
   284.986     1.328e+01     3.644e+00     3.977e+02     1.091e+02     5.649e+02     1.550e+02
   285.009     1.535e+01     3.918e+00     4.607e+02     1.176e+02     6.546e+02     1.671e+02
   285.031     1.643e+01     4.053e+00     4.942e+02     1.219e+02     7.023e+02     1.733e+02
   285.053     1.515e+01     3.893e+00     4.569e+02     1.174e+02     6.496e+02     1.669e+02
   285.075     1.695e+01     4.117e+00     5.122e+02     1.244e+02     7.284e+02     1.769e+02
   285.098     9.022e+00     3.004e+00     2.733e+02     9.099e+01     3.888e+02     1.294e+02
   285.120     1.490e+01     3.860e+00     4.523e+02     1.172e+02     6.437e+02     1.668e+02
   285.142     9.370e+00     3.061e+00     2.852e+02     9.316e+01     4.059e+02     1.326e+02
   285.164     1.568e+01     3.960e+00     4.782e+02     1.208e+02     6.810e+02     1.720e+02
   285.187     8.465e+00     2.909e+00     2.588e+02     8.895e+01     3.686e+02     1.267e+02
   285.209     1.702e+01     4.125e+00     5.214e+02     1.264e+02     7.429e+02     1.801e+02
   285.231     1.226e+01     3.502e+00     3.766e+02     1.076e+02     5.367e+02     1.533e+02
   285.253     1.115e+01     3.339e+00     3.432e+02     1.028e+02     4.893e+02     1.465e+02
   285.275     1.590e+01     3.987e+00     4.906e+02     1.230e+02     6.996e+02     1.755e+02
   285.298     1.177e+01     3.430e+00     3.640e+02     1.061e+02     5.192e+02     1.513e+02
   285.320     1.485e+01     3.853e+00     4.602e+02     1.194e+02     6.566e+02     1.704e+02
   285.342     1.192e+01     3.453e+00     3.705e+02     1.073e+02     5.288e+02     1.531e+02
   285.364     1.109e+01     3.330e+00     3.453e+02     1.037e+02     4.930e+02     1.481e+02
   285.387     1.640e+01     4.050e+00     5.119e+02     1.264e+02     7.310e+02     1.805e+02
   285.409     1.656e+01     4.070e+00     5.182e+02     1.273e+02     7.404e+02     1.819e+02
   285.431     1.687e+01     4.107e+00     5.289e+02     1.288e+02     7.558e+02     1.840e+02
   285.453     2.005e+01     4.478e+00     6.302e+02     1.407e+02     9.008e+02     2.012e+02
   285.476     2.335e+01     4.833e+00     7.357e+02     1.522e+02     1.052e+03     2.177e+02
   285.498     1.316e+01     3.627e+00     4.154e+02     1.145e+02     5.941e+02     1.638e+02
   285.520     1.858e+01     4.311e+00     5.881e+02     1.364e+02     8.414e+02     1.952e+02
   285.542     1.802e+01     4.245e+00     5.716e+02     1.347e+02     8.180e+02     1.927e+02
   285.564     1.905e+01     4.365e+00     6.058e+02     1.388e+02     8.673e+02     1.987e+02
   285.587     1.908e+01     4.369e+00     6.082e+02     1.392e+02     8.709e+02     1.993e+02
   285.609     1.800e+01     4.242e+00     5.748e+02     1.355e+02     8.233e+02     1.941e+02
   285.631     2.014e+01     4.488e+00     6.449e+02     1.437e+02     9.239e+02     2.059e+02
   285.653     1.431e+01     3.783e+00     4.593e+02     1.214e+02     6.583e+02     1.740e+02
   285.676     1.109e+01     3.331e+00     3.569e+02     1.071e+02     5.116e+02     1.536e+02
   285.698     1.330e+01     3.647e+00     4.289e+02     1.176e+02     6.150e+02     1.686e+02
   285.720     1.168e+01     3.418e+00     3.774e+02     1.104e+02     5.413e+02     1.584e+02
   285.742     8.981e+00     2.997e+00     2.909e+02     9.707e+01     4.174e+02     1.393e+02
   285.765     1.324e+01     3.638e+00     4.298e+02     1.181e+02     6.168e+02     1.695e+02
   285.787     1.697e+01     4.119e+00     5.521e+02     1.340e+02     7.925e+02     1.924e+02
   285.809     2.702e+01     5.198e+00     8.813e+02     1.695e+02     1.265e+03     2.434e+02
   285.831     3.605e+01     6.004e+00     1.179e+03     1.963e+02     1.693e+03     2.819e+02
   285.853     3.605e+01     6.004e+00     1.181e+03     1.968e+02     1.697e+03     2.827e+02
   285.876     3.990e+01     6.317e+00     1.311e+03     2.075e+02     1.883e+03     2.981e+02
   285.898     2.653e+01     5.150e+00     8.734e+02     1.696e+02     1.255e+03     2.437e+02
   285.920     1.909e+01     4.369e+00     6.300e+02     1.442e+02     9.056e+02     2.073e+02
   285.942     1.642e+01     4.053e+00     5.432e+02     1.340e+02     7.812e+02     1.928e+02
   285.965     1.538e+01     3.921e+00     5.098e+02     1.300e+02     7.333e+02     1.870e+02
   285.987     1.650e+01     4.062e+00     5.483e+02     1.350e+02     7.888e+02     1.942e+02
   286.009     1.060e+01     3.256e+00     3.532e+02     1.085e+02     5.083e+02     1.561e+02
   286.031     1.115e+01     3.340e+00     3.724e+02     1.115e+02     5.360e+02     1.605e+02
   286.054     1.486e+01     3.855e+00     4.974e+02     1.290e+02     7.161e+02     1.858e+02
   286.076     3.221e+00     1.795e+00     1.080e+02     6.021e+01     1.556e+02     8.670e+01
   286.098     1.540e+01     3.924e+00     5.179e+02     1.320e+02     7.460e+02     1.901e+02
   286.120     1.672e+01     4.089e+00     5.637e+02     1.378e+02     8.121e+02     1.986e+02
   286.143     3.683e+01     6.069e+00     1.244e+03     2.050e+02     1.793e+03     2.955e+02
   286.165     5.862e+00     2.421e+00     1.985e+02     8.199e+01     2.861e+02     1.182e+02
   286.187     1.540e+01     3.924e+00     5.226e+02     1.332e+02     7.535e+02     1.920e+02
   286.209     1.165e+01     3.414e+00     3.965e+02     1.161e+02     5.717e+02     1.675e+02
   286.231     1.366e+01     3.696e+00     4.658e+02     1.260e+02     6.719e+02     1.818e+02
   286.254     9.563e+00     3.092e+00     3.270e+02     1.057e+02     4.717e+02     1.525e+02
   286.276     1.222e+01     3.496e+00     4.188e+02     1.198e+02     6.043e+02     1.729e+02
   286.298     1.359e+01     3.687e+00     4.669e+02     1.266e+02     6.738e+02     1.828e+02
   286.320     1.541e+01     3.926e+00     5.306e+02     1.352e+02     7.660e+02     1.951e+02
   286.343     9.009e+00     3.001e+00     3.109e+02     1.036e+02     4.489e+02     1.496e+02
   286.365     2.502e+01     5.002e+00     8.654e+02     1.730e+02     1.250e+03     2.499e+02
   286.387     1.944e+01     4.409e+00     6.740e+02     1.529e+02     9.736e+02     2.208e+02
   286.409     2.286e+01     4.781e+00     7.946e+02     1.662e+02     1.148e+03     2.401e+02
   286.432     2.100e+01     4.583e+00     7.318e+02     1.597e+02     1.058e+03     2.308e+02
   286.454     1.763e+01     4.199e+00     6.158e+02     1.467e+02     8.901e+02     2.120e+02
   286.476     2.078e+01     4.558e+00     7.275e+02     1.596e+02     1.052e+03     2.307e+02
   286.498     1.844e+01     4.294e+00     6.470e+02     1.507e+02     9.356e+02     2.179e+02
